source,destination,distance_km,travel_time_minutes,alt_distance_km,alt_travel_time_minutes,time_of_day,stop1,stop1_traffic,stop1_alt_route,stop1_weather,stop1_road_condition,stop1_passenger_demand_in,stop1_passenger_demand_out,stop2,stop2_traffic,stop2_alt_route,stop2_weather,stop2_road_condition,stop2_passenger_demand_in,stop2_passenger_demand_out,stop3,stop3_traffic,stop3_alt_route,stop3_weather,stop3_road_condition,stop3_passenger_demand_in,stop3_passenger_demand_out,stop4,stop4_traffic,stop4_alt_route,stop4_weather,stop4_road_condition,stop4_passenger_demand_in,stop4_passenger_demand_out,stop5,stop5_traffic,stop5_alt_route,stop5_weather,stop5_road_condition,stop5_passenger_demand_in,stop5_passenger_demand_out,stop6,stop6_traffic,stop6_alt_route,stop6_weather,stop6_road_condition,stop6_passenger_demand_in,stop6_passenger_demand_out,stop7,stop7_traffic,stop7_alt_route,stop7_weather,stop7_road_condition,stop7_passenger_demand_in,stop7_passenger_demand_out,stop8,stop8_traffic,stop8_alt_route,stop8_weather,stop8_road_condition,stop8_passenger_demand_in,stop8_passenger_demand_out,stop9,stop9_traffic,stop9_alt_route,stop9_weather,stop9_road_condition,stop9_passenger_demand_in,stop9_passenger_demand_out,stop10,stop10_traffic,stop10_alt_route,stop10_weather,stop10_road_condition,stop10_passenger_demand_in,stop10_passenger_demand_out,stop11,stop11_traffic,stop11_alt_route,stop11_weather,stop11_road_condition,stop11_passenger_demand_in,stop11_passenger_demand_out,stop12,stop12_traffic,stop12_alt_route,stop12_weather,stop12_road_condition,stop12_passenger_demand_in,stop12_passenger_demand_out
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.92691334359624,80,32.98979090090578,50,17:43,Jaitpur Crossing,High,True,Clear,Moderate,5,31,Lal Kuan,Low,False,Clear,Poor,26,23,Okhla Phase 1,Moderate,False,Rainy,Good,44,12,Govind Puri Metro Station,Moderate,False,Rainy,Moderate,31,34,Nehru Place Terminal,High,True,Rainy,Good,9,7,Panchsheel Enclave,Moderate,True,Rainy,Poor,6,42,IIT Gate,High,False,Clear,Moderate,40,48,Munirka DDA Flats,High,False,Clear,Moderate,43,37,Vasant Vihar,Moderate,True,Clear,Poor,10,45,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Poor,47,37,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Poor,9,17,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,32,16
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.03372349057156,88,27.7245457682235,60,22:50,Jaitpur Crossing,Moderate,True,Cloudy,Moderate,7,47,Lal Kuan,Moderate,True,Foggy,Moderate,35,0,Okhla Phase 1,High,False,Clear,Poor,22,38,Govind Puri Metro Station,Low,False,Foggy,Poor,32,45,Nehru Place Terminal,Low,False,Rainy,Poor,9,40,Panchsheel Enclave,High,True,Rainy,Good,14,26,IIT Gate,High,True,Foggy,Moderate,28,34,Munirka DDA Flats,High,True,Clear,Good,6,11,Vasant Vihar,Moderate,True,Rainy,Poor,18,29,Palam Airport / IGI Airport T111,High,True,Clear,Moderate,14,36,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Moderate,23,29,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Moderate,16,15
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.719208131314815,60,27.34900787683217,60,20:25,Jaitpur Crossing,Low,False,Foggy,Moderate,8,21,Lal Kuan,Low,False,Rainy,Good,23,50,Okhla Phase 1,High,True,Rainy,Poor,14,6,Govind Puri Metro Station,High,True,Rainy,Good,20,18,Nehru Place Terminal,Moderate,False,Clear,Good,32,7,Panchsheel Enclave,Moderate,False,Cloudy,Poor,37,42,IIT Gate,Low,False,Cloudy,Good,21,2,Munirka DDA Flats,Moderate,False,Cloudy,Moderate,29,12,Vasant Vihar,Low,False,Rainy,Poor,17,30,Palam Airport / IGI Airport T111,Low,False,Foggy,Good,48,39,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Good,6,20,Dwarka Sec-6 Telephone Exchange,Low,True,Cloudy,Poor,41,16
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.079059330689574,71,31.9276277934726,66,10:27,Jaitpur Crossing,High,True,Cloudy,Poor,22,3,Lal Kuan,High,True,Rainy,Poor,41,1,Okhla Phase 1,High,False,Clear,Poor,13,39,Govind Puri Metro Station,High,False,Clear,Poor,37,8,Nehru Place Terminal,High,False,Foggy,Good,3,34,Panchsheel Enclave,Moderate,True,Rainy,Poor,11,27,IIT Gate,Moderate,False,Rainy,Moderate,29,8,Munirka DDA Flats,Low,False,Foggy,Moderate,13,34,Vasant Vihar,Moderate,True,Clear,Good,21,44,Palam Airport / IGI Airport T111,High,False,Clear,Moderate,30,18,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Foggy,Good,21,20,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,36,29
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.533271541991784,78,27.506437383943574,88,00:50,Jaitpur Crossing,Moderate,False,Cloudy,Poor,35,3,Lal Kuan,Low,False,Foggy,Moderate,43,32,Okhla Phase 1,High,True,Foggy,Good,3,43,Govind Puri Metro Station,Low,False,Rainy,Poor,40,20,Nehru Place Terminal,High,False,Cloudy,Poor,37,41,Panchsheel Enclave,High,True,Foggy,Good,24,17,IIT Gate,High,False,Clear,Moderate,9,0,Munirka DDA Flats,Low,False,Rainy,Poor,14,24,Vasant Vihar,Low,True,Rainy,Good,43,25,Palam Airport / IGI Airport T111,Low,False,Foggy,Good,32,15,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Moderate,42,16,Dwarka Sec-6 Telephone Exchange,High,False,Rainy,Poor,0,34
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.75619340519947,75,28.31161777107218,61,18:37,Jaitpur Crossing,High,False,Clear,Poor,17,42,Lal Kuan,Low,False,Cloudy,Moderate,31,17,Okhla Phase 1,Moderate,True,Foggy,Good,32,36,Govind Puri Metro Station,Moderate,True,Rainy,Poor,47,5,Nehru Place Terminal,Moderate,False,Cloudy,Moderate,2,5,Panchsheel Enclave,High,True,Foggy,Poor,37,43,IIT Gate,High,False,Foggy,Moderate,48,46,Munirka DDA Flats,Low,True,Foggy,Moderate,11,9,Vasant Vihar,High,False,Cloudy,Good,33,27,Palam Airport / IGI Airport T111,Moderate,False,Cloudy,Poor,29,40,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Cloudy,Poor,6,6,Dwarka Sec-6 Telephone Exchange,High,True,Rainy,Good,35,29
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.532621391078994,87,31.328092984358435,85,05:46,Jaitpur Crossing,Low,True,Rainy,Moderate,11,39,Lal Kuan,Moderate,True,Rainy,Moderate,41,29,Okhla Phase 1,High,True,Rainy,Poor,17,49,Govind Puri Metro Station,High,True,Clear,Good,22,2,Nehru Place Terminal,High,False,Cloudy,Good,20,41,Panchsheel Enclave,Low,True,Clear,Poor,9,5,IIT Gate,High,True,Clear,Good,36,37,Munirka DDA Flats,Moderate,False,Rainy,Moderate,29,30,Vasant Vihar,Low,False,Clear,Good,49,4,Palam Airport / IGI Airport T111,Low,False,Cloudy,Poor,41,11,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Clear,Good,35,19,Dwarka Sec-6 Telephone Exchange,Low,True,Rainy,Moderate,14,45
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.080227905258276,60,30.237201008396948,79,16:53,Jaitpur Crossing,Moderate,True,Clear,Moderate,6,31,Lal Kuan,Low,False,Rainy,Poor,48,29,Okhla Phase 1,High,True,Rainy,Good,34,37,Govind Puri Metro Station,Low,True,Cloudy,Poor,16,2,Nehru Place Terminal,Moderate,True,Cloudy,Good,2,23,Panchsheel Enclave,Moderate,False,Cloudy,Poor,24,23,IIT Gate,Low,True,Foggy,Good,1,21,Munirka DDA Flats,High,False,Cloudy,Poor,2,38,Vasant Vihar,Low,True,Clear,Good,15,13,Palam Airport / IGI Airport T111,Moderate,True,Rainy,Moderate,9,4,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Poor,20,44,Dwarka Sec-6 Telephone Exchange,Low,False,Rainy,Poor,20,20
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.260523465422537,82,33.724131243059006,72,06:26,Jaitpur Crossing,Moderate,False,Foggy,Moderate,44,15,Lal Kuan,High,False,Rainy,Moderate,30,15,Okhla Phase 1,High,False,Cloudy,Poor,28,38,Govind Puri Metro Station,High,False,Foggy,Poor,3,21,Nehru Place Terminal,Low,False,Rainy,Good,39,31,Panchsheel Enclave,Low,True,Rainy,Good,40,43,IIT Gate,Low,True,Clear,Moderate,6,27,Munirka DDA Flats,High,False,Clear,Good,2,25,Vasant Vihar,Moderate,True,Rainy,Good,41,48,Palam Airport / IGI Airport T111,Low,True,Foggy,Poor,19,17,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Poor,38,3,Dwarka Sec-6 Telephone Exchange,Moderate,False,Foggy,Good,43,20
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.13690848880333,61,33.44404124524293,80,22:23,Jaitpur Crossing,Low,False,Cloudy,Poor,5,9,Lal Kuan,Moderate,False,Rainy,Moderate,35,10,Okhla Phase 1,Moderate,True,Cloudy,Poor,13,21,Govind Puri Metro Station,Low,True,Foggy,Moderate,46,6,Nehru Place Terminal,Moderate,False,Rainy,Good,33,32,Panchsheel Enclave,High,True,Clear,Poor,19,17,IIT Gate,Low,True,Rainy,Poor,43,2,Munirka DDA Flats,High,False,Cloudy,Poor,39,6,Vasant Vihar,Moderate,True,Cloudy,Good,44,10,Palam Airport / IGI Airport T111,Low,False,Foggy,Good,4,13,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Good,50,3,Dwarka Sec-6 Telephone Exchange,High,True,Clear,Moderate,34,31
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.848107209086905,75,29.756705432824976,70,17:42,Jaitpur Crossing,High,False,Cloudy,Moderate,40,8,Lal Kuan,Moderate,False,Cloudy,Poor,43,49,Okhla Phase 1,High,False,Clear,Poor,26,40,Govind Puri Metro Station,High,True,Rainy,Poor,7,20,Nehru Place Terminal,Moderate,True,Foggy,Moderate,24,16,Panchsheel Enclave,Low,True,Clear,Moderate,22,9,IIT Gate,High,True,Cloudy,Good,21,33,Munirka DDA Flats,High,False,Cloudy,Moderate,32,27,Vasant Vihar,Moderate,True,Foggy,Good,19,5,Palam Airport / IGI Airport T111,High,False,Rainy,Moderate,40,41,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Moderate,7,4,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Moderate,32,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.205917520540023,54,25.758485564741147,54,00:18,Jaitpur Crossing,High,True,Cloudy,Moderate,6,35,Lal Kuan,Moderate,True,Cloudy,Poor,34,1,Okhla Phase 1,Low,False,Clear,Moderate,35,21,Govind Puri Metro Station,Low,False,Clear,Poor,16,43,Nehru Place Terminal,Low,True,Cloudy,Moderate,31,29,Panchsheel Enclave,Low,False,Rainy,Moderate,9,10,IIT Gate,High,True,Rainy,Moderate,36,32,Munirka DDA Flats,Low,True,Clear,Good,49,14,Vasant Vihar,Low,True,Cloudy,Moderate,8,13,Palam Airport / IGI Airport T111,Low,False,Foggy,Good,29,49,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Rainy,Good,41,28,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Good,18,13
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.68517800827031,69,34.277793918571945,82,10:00,Jaitpur Crossing,High,False,Clear,Poor,44,31,Lal Kuan,Low,True,Clear,Moderate,36,1,Okhla Phase 1,High,True,Clear,Good,43,26,Govind Puri Metro Station,Low,False,Clear,Poor,12,21,Nehru Place Terminal,Low,False,Foggy,Moderate,50,34,Panchsheel Enclave,High,True,Foggy,Moderate,35,45,IIT Gate,Moderate,True,Cloudy,Good,4,20,Munirka DDA Flats,High,False,Clear,Good,13,13,Vasant Vihar,Low,False,Cloudy,Moderate,4,37,Palam Airport / IGI Airport T111,Low,True,Rainy,Moderate,13,44,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Poor,50,30,Dwarka Sec-6 Telephone Exchange,Low,False,Cloudy,Moderate,32,48
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.17962478691628,56,32.719974322598276,84,07:25,Jaitpur Crossing,Low,True,Clear,Poor,26,14,Lal Kuan,High,True,Rainy,Poor,48,3,Okhla Phase 1,High,True,Rainy,Poor,23,30,Govind Puri Metro Station,Low,True,Foggy,Moderate,38,15,Nehru Place Terminal,High,False,Cloudy,Poor,45,25,Panchsheel Enclave,High,True,Foggy,Moderate,12,42,IIT Gate,High,False,Foggy,Moderate,34,0,Munirka DDA Flats,High,False,Foggy,Good,18,26,Vasant Vihar,Moderate,True,Rainy,Good,11,44,Palam Airport / IGI Airport T111,Low,False,Foggy,Moderate,25,44,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Foggy,Good,38,21,Dwarka Sec-6 Telephone Exchange,High,True,Rainy,Moderate,35,36
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.117812713898644,72,25.60766227755491,89,20:14,Jaitpur Crossing,High,True,Rainy,Poor,34,9,Lal Kuan,Low,True,Foggy,Good,20,28,Okhla Phase 1,Moderate,False,Rainy,Poor,35,46,Govind Puri Metro Station,Low,False,Rainy,Moderate,30,24,Nehru Place Terminal,High,True,Foggy,Moderate,14,44,Panchsheel Enclave,High,True,Cloudy,Moderate,28,38,IIT Gate,High,True,Clear,Poor,0,3,Munirka DDA Flats,Low,False,Foggy,Moderate,26,27,Vasant Vihar,Low,True,Rainy,Poor,11,3,Palam Airport / IGI Airport T111,Low,False,Clear,Poor,6,16,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Foggy,Moderate,48,20,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Good,6,43
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.282783890209828,64,27.576457643758467,51,03:09,Jaitpur Crossing,Moderate,True,Foggy,Poor,46,19,Lal Kuan,Moderate,True,Foggy,Moderate,21,24,Okhla Phase 1,Low,True,Foggy,Moderate,48,36,Govind Puri Metro Station,Moderate,True,Foggy,Moderate,29,22,Nehru Place Terminal,High,False,Rainy,Poor,48,45,Panchsheel Enclave,Low,False,Clear,Poor,3,27,IIT Gate,Low,True,Rainy,Moderate,13,13,Munirka DDA Flats,Low,True,Rainy,Good,6,40,Vasant Vihar,High,True,Clear,Moderate,46,35,Palam Airport / IGI Airport T111,Low,True,Rainy,Moderate,31,21,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Foggy,Moderate,5,44,Dwarka Sec-6 Telephone Exchange,High,True,Clear,Moderate,48,46
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.73134186773816,79,29.284442948197785,73,01:08,Jaitpur Crossing,Low,True,Cloudy,Good,5,29,Lal Kuan,High,True,Clear,Poor,22,29,Okhla Phase 1,Low,True,Foggy,Poor,24,19,Govind Puri Metro Station,Moderate,True,Clear,Good,37,10,Nehru Place Terminal,Low,True,Foggy,Poor,30,43,Panchsheel Enclave,Moderate,False,Foggy,Moderate,48,16,IIT Gate,Moderate,False,Cloudy,Good,27,44,Munirka DDA Flats,Low,True,Clear,Moderate,3,47,Vasant Vihar,Moderate,False,Foggy,Poor,2,11,Palam Airport / IGI Airport T111,Low,True,Foggy,Moderate,26,35,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Poor,12,28,Dwarka Sec-6 Telephone Exchange,High,False,Rainy,Good,29,3
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.491677852340906,53,25.158774244130658,67,06:17,Jaitpur Crossing,Moderate,True,Rainy,Poor,37,0,Lal Kuan,High,False,Rainy,Moderate,31,29,Okhla Phase 1,High,True,Cloudy,Poor,14,45,Govind Puri Metro Station,Low,True,Rainy,Poor,29,14,Nehru Place Terminal,Low,False,Clear,Moderate,46,29,Panchsheel Enclave,Moderate,False,Rainy,Poor,15,46,IIT Gate,Low,False,Cloudy,Good,10,40,Munirka DDA Flats,Low,True,Clear,Poor,32,40,Vasant Vihar,High,False,Rainy,Poor,34,37,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Moderate,20,35,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Foggy,Good,5,43,Dwarka Sec-6 Telephone Exchange,Low,False,Rainy,Good,16,9
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.802363772963762,84,34.06462443982089,82,14:08,Jaitpur Crossing,High,True,Cloudy,Poor,18,17,Lal Kuan,High,True,Clear,Poor,2,31,Okhla Phase 1,Moderate,False,Cloudy,Good,6,43,Govind Puri Metro Station,Moderate,True,Rainy,Poor,4,47,Nehru Place Terminal,High,True,Rainy,Poor,32,6,Panchsheel Enclave,Moderate,False,Foggy,Moderate,23,40,IIT Gate,High,True,Clear,Poor,6,3,Munirka DDA Flats,Low,True,Foggy,Moderate,47,10,Vasant Vihar,High,False,Foggy,Good,46,13,Palam Airport / IGI Airport T111,High,False,Clear,Poor,25,3,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Rainy,Moderate,37,19,Dwarka Sec-6 Telephone Exchange,High,True,Rainy,Good,39,27
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.97271169191298,55,32.310135936878964,82,01:59,Jaitpur Crossing,High,False,Foggy,Moderate,3,10,Lal Kuan,Moderate,False,Cloudy,Good,41,8,Okhla Phase 1,Low,True,Foggy,Good,15,28,Govind Puri Metro Station,High,False,Foggy,Good,36,19,Nehru Place Terminal,Moderate,False,Cloudy,Moderate,26,43,Panchsheel Enclave,High,True,Clear,Good,29,28,IIT Gate,Low,True,Cloudy,Good,49,47,Munirka DDA Flats,Low,False,Rainy,Poor,26,1,Vasant Vihar,Low,True,Foggy,Good,6,31,Palam Airport / IGI Airport T111,Moderate,True,Clear,Good,16,10,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Poor,32,38,Dwarka Sec-6 Telephone Exchange,Moderate,True,Rainy,Moderate,14,7
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.667684405425412,80,29.913030667088634,57,14:36,Jaitpur Crossing,High,False,Foggy,Good,17,35,Lal Kuan,Moderate,True,Rainy,Moderate,5,32,Okhla Phase 1,Low,False,Rainy,Good,48,50,Govind Puri Metro Station,High,True,Clear,Poor,29,21,Nehru Place Terminal,Low,True,Rainy,Good,33,39,Panchsheel Enclave,Moderate,True,Cloudy,Poor,48,43,IIT Gate,Moderate,False,Foggy,Good,5,24,Munirka DDA Flats,Moderate,True,Cloudy,Good,6,1,Vasant Vihar,Moderate,True,Cloudy,Good,23,34,Palam Airport / IGI Airport T111,High,True,Rainy,Good,9,0,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Cloudy,Moderate,29,14,Dwarka Sec-6 Telephone Exchange,Low,False,Foggy,Moderate,48,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.62651354293838,55,28.51373326383893,58,17:40,Jaitpur Crossing,High,False,Rainy,Poor,14,3,Lal Kuan,Moderate,False,Clear,Moderate,7,27,Okhla Phase 1,Moderate,False,Foggy,Moderate,2,13,Govind Puri Metro Station,High,True,Rainy,Poor,5,12,Nehru Place Terminal,Moderate,False,Clear,Good,44,36,Panchsheel Enclave,High,False,Rainy,Poor,21,37,IIT Gate,High,True,Clear,Poor,8,20,Munirka DDA Flats,Moderate,False,Foggy,Moderate,36,36,Vasant Vihar,High,False,Clear,Good,48,33,Palam Airport / IGI Airport T111,High,True,Clear,Poor,21,24,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Poor,21,38,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Moderate,8,33
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.48006697687928,55,30.78191886931428,58,00:06,Jaitpur Crossing,High,False,Cloudy,Poor,19,11,Lal Kuan,Moderate,True,Clear,Poor,45,37,Okhla Phase 1,High,False,Clear,Moderate,8,3,Govind Puri Metro Station,High,True,Clear,Good,0,21,Nehru Place Terminal,High,True,Foggy,Poor,50,46,Panchsheel Enclave,Moderate,True,Cloudy,Poor,1,35,IIT Gate,Low,True,Cloudy,Good,27,35,Munirka DDA Flats,High,False,Rainy,Moderate,41,31,Vasant Vihar,Low,False,Foggy,Poor,0,7,Palam Airport / IGI Airport T111,Low,True,Clear,Poor,18,16,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Moderate,30,37,Dwarka Sec-6 Telephone Exchange,Low,True,Cloudy,Good,2,19
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.505579649450393,52,33.84429224398836,63,22:57,Jaitpur Crossing,Low,False,Cloudy,Good,44,47,Lal Kuan,Low,False,Cloudy,Good,26,21,Okhla Phase 1,High,False,Cloudy,Good,8,43,Govind Puri Metro Station,Moderate,True,Rainy,Poor,8,40,Nehru Place Terminal,Moderate,False,Cloudy,Moderate,40,47,Panchsheel Enclave,Moderate,False,Clear,Good,15,8,IIT Gate,Low,True,Rainy,Moderate,36,40,Munirka DDA Flats,Moderate,False,Clear,Good,26,2,Vasant Vihar,Moderate,False,Rainy,Moderate,47,47,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Good,44,14,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Poor,1,31,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Good,21,6
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.83479470587034,57,30.782750654437184,65,20:07,Jaitpur Crossing,Moderate,False,Rainy,Moderate,46,34,Lal Kuan,High,True,Cloudy,Poor,40,26,Okhla Phase 1,High,True,Cloudy,Good,6,20,Govind Puri Metro Station,Low,False,Rainy,Moderate,42,2,Nehru Place Terminal,Moderate,True,Clear,Poor,31,21,Panchsheel Enclave,Moderate,True,Foggy,Poor,35,46,IIT Gate,Low,True,Foggy,Good,42,25,Munirka DDA Flats,High,True,Foggy,Poor,22,29,Vasant Vihar,Low,True,Clear,Good,48,20,Palam Airport / IGI Airport T111,High,False,Foggy,Moderate,41,22,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Foggy,Poor,29,49,Dwarka Sec-6 Telephone Exchange,Low,True,Clear,Good,21,9
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.71803937719963,56,30.850705985846556,89,04:33,Jaitpur Crossing,High,True,Foggy,Poor,40,37,Lal Kuan,Moderate,False,Rainy,Moderate,11,28,Okhla Phase 1,High,False,Cloudy,Poor,30,4,Govind Puri Metro Station,High,True,Clear,Good,36,9,Nehru Place Terminal,Low,False,Cloudy,Poor,15,29,Panchsheel Enclave,High,True,Rainy,Good,18,48,IIT Gate,High,True,Clear,Good,37,47,Munirka DDA Flats,Moderate,True,Foggy,Poor,34,45,Vasant Vihar,Moderate,True,Cloudy,Good,21,10,Palam Airport / IGI Airport T111,High,True,Cloudy,Poor,27,6,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Rainy,Poor,4,0,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Poor,33,12
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.27348603059648,54,32.00488839972706,75,00:34,Jaitpur Crossing,Low,True,Cloudy,Moderate,46,27,Lal Kuan,High,True,Foggy,Moderate,40,8,Okhla Phase 1,High,True,Clear,Good,48,33,Govind Puri Metro Station,High,True,Cloudy,Good,28,38,Nehru Place Terminal,Moderate,False,Cloudy,Good,4,8,Panchsheel Enclave,Low,False,Rainy,Good,49,13,IIT Gate,Low,False,Foggy,Good,11,34,Munirka DDA Flats,High,True,Foggy,Poor,12,35,Vasant Vihar,Low,True,Cloudy,Poor,13,33,Palam Airport / IGI Airport T111,High,True,Rainy,Poor,26,7,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Poor,31,21,Dwarka Sec-6 Telephone Exchange,Moderate,False,Rainy,Good,11,26
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.111519787287644,64,29.760118650873043,84,02:48,Jaitpur Crossing,Moderate,False,Clear,Good,38,11,Lal Kuan,High,False,Rainy,Moderate,26,31,Okhla Phase 1,High,False,Rainy,Poor,41,36,Govind Puri Metro Station,High,False,Rainy,Poor,20,20,Nehru Place Terminal,Moderate,False,Cloudy,Good,13,22,Panchsheel Enclave,High,True,Foggy,Good,44,3,IIT Gate,High,True,Cloudy,Poor,13,44,Munirka DDA Flats,Low,False,Rainy,Good,34,3,Vasant Vihar,Low,False,Foggy,Poor,12,37,Palam Airport / IGI Airport T111,Moderate,True,Cloudy,Good,50,26,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Poor,30,49,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Good,22,11
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.107525415823627,66,26.4870033793389,78,19:50,Jaitpur Crossing,High,True,Cloudy,Good,4,27,Lal Kuan,Low,True,Foggy,Good,37,44,Okhla Phase 1,Low,False,Cloudy,Moderate,43,0,Govind Puri Metro Station,Low,False,Rainy,Moderate,19,24,Nehru Place Terminal,Moderate,False,Rainy,Poor,1,7,Panchsheel Enclave,High,False,Rainy,Poor,20,39,IIT Gate,Moderate,False,Rainy,Moderate,7,45,Munirka DDA Flats,Low,True,Rainy,Poor,1,16,Vasant Vihar,Low,True,Clear,Good,35,41,Palam Airport / IGI Airport T111,Low,True,Cloudy,Poor,36,44,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Poor,20,23,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Good,13,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.996124040510534,62,33.16850077603404,69,23:07,Jaitpur Crossing,High,True,Foggy,Moderate,5,7,Lal Kuan,Low,True,Clear,Moderate,1,33,Okhla Phase 1,Moderate,True,Foggy,Moderate,23,47,Govind Puri Metro Station,Moderate,True,Cloudy,Good,45,39,Nehru Place Terminal,High,True,Rainy,Good,28,25,Panchsheel Enclave,Low,False,Cloudy,Moderate,42,48,IIT Gate,Moderate,False,Clear,Poor,33,44,Munirka DDA Flats,Low,False,Foggy,Good,8,13,Vasant Vihar,High,False,Cloudy,Moderate,44,6,Palam Airport / IGI Airport T111,Moderate,False,Cloudy,Moderate,9,42,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Moderate,2,34,Dwarka Sec-6 Telephone Exchange,Moderate,True,Rainy,Poor,7,10
